level,topics_num,S,E,free_energy,Renyi_entropy,levels,alpha,gamma,eta
6,84,-5.908159580201142,4.440649624997809,500.7260543618937,6.032844028456551,6,10.0,1.0,1.0
1,1,-2.2806488547624655,0.16379207921184366,2.444440933974309,,6,20.0,0.5,1.0
2,2,-2.554348241028954,0.4134487707691992,5.522145252827108,5.522145252827108,6,20.0,0.5,1.0
3,5,-3.1242796120732317,1.1896354327749699,16.811033493141128,4.202758373285282,6,20.0,0.5,1.0
4,12,-3.8460441579762685,2.24341915164255,48.39594904735777,4.399631731577979,6,20.0,0.5,1.0
5,22,-4.501452557179904,2.745989765312572,101.77794602327045,4.846568858250974,6,20.0,0.5,1.0
6,39,-5.104595136676925,3.413029605523947,202.492239935924,5.328743156208526,6,20.0,0.5,1.0
1,1,-2.3487780440307655,0.10143692620155223,2.450214970232318,,6,20.0,1.0,0.5
2,4,-2.571407852718726,0.6250276468490601,10.910659057723965,3.636886352574655,6,20.0,1.0,0.5
3,15,-3.8392992330446356,1.9047616728079615,59.4942501684775,4.2495892977483924,6,20.0,1.0,0.5
4,34,-4.468396925803728,2.720804552862181,154.64630003018894,4.686251516066331,6,20.0,1.0,0.5
5,78,-5.30510920713127,3.401950091945746,417.20046824818485,5.418187899327076,6,20.0,1.0,0.5
6,147,-5.2308740539651915,3.4673757275446992,772.4058616604278,5.2904511072632046,6,20.0,1.0,0.5
1,1,-2.249458347922049,0.1434009551004822,2.392859303022531,,3,0.5,5.0,1.0
2,10,-2.8173438585068733,1.0170405156319895,29.190479100700724,3.2433865667445247,3,0.5,5.0,1.0
3,105,-5.0485524971712366,3.7824559778126114,533.8804681807924,5.133466040199926,3,0.5,5.0,1.0
1,1,-2.6385863904754374,0.02882925275840438,2.667415643233842,,6,0.5,1.0,0.1
2,7,-4.073561061870329,1.5398572412103133,30.054784674302617,5.0091307790504365,6,0.5,1.0,0.1
3,22,-4.496638683955672,1.9509015078508318,100.8769525548756,4.803664407375028,6,0.5,1.0,0.1
4,59,-4.6719722629167375,2.0400799462275967,277.6864434583151,4.787697301005434,6,0.5,1.0,0.1
5,142,-4.684026067407309,1.9807936016513472,667.1124951734893,4.7312942920105625,6,0.5,1.0,0.1
6,398,-4.732069712124902,1.8946623556502777,1885.2584077813615,4.748761732446754,6,0.5,1.0,0.1
1,1,-2.307503942065642,0.11087845685939422,2.4183823989250364,,3,10.0,1.0,0.5
2,7,-3.1610672804926256,1.258111855804188,23.38558281925257,3.8975971365420947,3,10.0,1.0,0.5
3,38,-3.3505863611874065,1.5645355632283648,128.88681728834982,3.483427494279725,3,10.0,1.0,0.5
1,1,-2.438839944126729,0.08435975289073228,2.5231996970174615,,6,20.0,0.5,0.5
2,1,-2.141087293111352,0.16026048547992222,2.301347778591274,,6,20.0,0.5,0.5
3,4,-2.0933155561964902,0.3863781950493428,8.759640419835304,2.9198801399451013,6,20.0,0.5,0.5
4,9,-2.80102095397912,1.1725882477728906,26.38177683358497,3.297722104198121,6,20.0,0.5,0.5
5,22,-3.922696231104829,2.324312019378285,88.62362910368452,4.220172814461168,6,20.0,0.5,0.5
6,55,-3.8756681061991225,2.153522986185813,215.31526882713754,3.9873197930951396,6,20.0,0.5,0.5
1,1,-2.4820451931974463,0.05325523901382108,2.5353004322112676,,3,20.0,1.0,0.1
2,10,-3.686566135824566,0.9772855547014935,37.842946912947156,4.20477187921635,3,20.0,1.0,0.1
3,116,-3.450245522998443,0.8187530013840373,401.0472336692034,3.4873672492974213,3,20.0,1.0,0.1
1,1,-2.63228931285685,0.03225899379767754,2.6645483066545275,,3,10.0,5.0,0.1
2,19,-3.5180034142394754,0.9049373461963672,67.7470022167464,3.7637223453748,3,10.0,5.0,0.1
3,244,-3.867239050514193,1.1340941417115433,944.7404224671747,3.887820668589196,3,10.0,5.0,0.1
1,1,-2.2304698522425315,0.19488110542871107,2.4253509576712426,,6,0.5,0.5,1.0
2,1,-2.0633595799125435,0.25417924860113156,2.317538828513675,,6,0.5,0.5,1.0
3,1,-2.077049899521226,0.23080955028894135,2.3078594498101674,,6,0.5,0.5,1.0
4,5,-3.3024494563384854,1.5327084273308582,18.044955709023284,4.511238927255821,6,0.5,0.5,1.0
5,7,-3.3869436396025914,1.6753494167433927,25.383954893961533,4.230659148993589,6,0.5,0.5,1.0
6,20,-4.723039093829914,2.6865450069642502,97.14732688356253,5.1130172043980275,6,0.5,0.5,1.0
1,1,-2.5926907738767784,0.029279631389787245,2.6219704052665658,,6,20.0,5.0,0.1
2,19,-3.350012042071092,0.7934581034702826,64.44368690282103,3.5802048279345016,6,20.0,5.0,0.1
3,127,-4.737504579462042,1.9845556045619082,603.6476371962412,4.790854263462232,6,20.0,5.0,0.1
4,531,-5.897240141823923,3.0227808412377857,3134.457296149741,5.914070370093851,6,20.0,5.0,0.1
5,1609,-6.710964566235725,3.73679383723026,10801.678780910512,6.7174619284269355,6,20.0,5.0,0.1
6,3840,-7.813448029968084,4.810801749074745,30008.451236826517,7.816736451374451,6,20.0,5.0,0.1
1,1,-2.448104500280591,0.1178327752298046,2.5659372755103957,,6,10.0,5.0,1.0
2,8,-2.8820356480944342,1.1741452962958117,24.230430481051286,3.4614900687216124,6,10.0,5.0,1.0
3,57,-5.238490096391219,3.9151568163509998,302.5090923106505,5.401948076975901,6,10.0,5.0,1.0
4,193,-6.678988593667933,4.966268054693786,1294.0110666326048,6.739640972044817,6,10.0,5.0,1.0
5,569,-8.12634078187832,6.717523339387191,4630.605428228151,8.152474345472097,6,10.0,5.0,1.0
6,1291,-8.512361961918113,7.1027449134203895,10996.562037749703,8.524466695930002,6,10.0,5.0,1.0
1,1,-2.4785286030068456,0.1066614731168777,2.585190076123723,,3,20.0,5.0,1.0
2,11,-2.97459931834823,1.380252751215402,34.10084525304593,3.410084525304593,3,20.0,5.0,1.0
3,77,-4.344806904524355,2.8426098647508717,337.3927415131262,4.439378177804293,3,20.0,5.0,1.0
1,1,-2.5267104804205123,0.07783230421219557,2.604542784632708,,3,20.0,1.0,0.5
2,10,-3.079711407052007,1.2351822763310207,32.03229634685109,3.55914403853901,3,20.0,1.0,0.5
3,41,-3.157501037114512,1.4151152010644592,130.87265772275944,3.2718164430689862,3,20.0,1.0,0.5
1,1,-2.3178133117245032,0.11150020439318087,2.429313516117684,,3,20.0,0.5,0.5
2,8,-2.7953783380417545,1.0796140023146792,23.442640706648714,3.3489486723783877,3,20.0,0.5,0.5
3,28,-3.178738208600211,1.3213086924510913,90.325978533257,3.345406612342852,3,20.0,0.5,0.5
1,1,-2.4869892880243114,0.04889132732623066,2.535880615350542,,3,0.5,0.5,0.1
2,8,-3.4770657912820186,0.9763384578725643,28.792864788128714,4.113266398304102,3,0.5,0.5,0.1
3,107,-3.401085495191956,0.8030625790831607,364.7192105646225,3.4407472694775705,3,0.5,0.5,0.1
1,1,-2.5765571946839296,0.040627752621529595,2.6171849473054594,,3,0.5,1.0,0.1
2,13,-3.419819155900077,0.9902533971787879,45.44790242387979,3.7873252019899826,3,0.5,1.0,0.1
3,133,-3.51661118958802,0.8768625262833207,468.58615074149003,3.5498950813749244,3,0.5,1.0,0.1
1,1,-2.574494274921915,0.03465380538745928,2.6091480803093745,,6,10.0,0.5,0.1
2,5,-2.772141324790333,0.4205912360708506,14.281297860022514,3.5703244650056285,6,10.0,0.5,0.1
3,22,-3.8562855906183438,1.3010711840254143,86.13935417762897,4.101874008458522,6,10.0,0.5,0.1
4,62,-4.447737136116962,1.829177083090306,277.588879522342,4.550637369218721,6,10.0,0.5,0.1
5,142,-4.702882729455468,1.9185606345373136,669.7279082172139,4.74984332068946,6,10.0,0.5,0.1
6,337,-4.623707114326585,1.7676723560457148,1559.9569698841049,4.6427290770360266,6,10.0,0.5,0.1
1,1,-2.589024888650673,0.029687676712517385,2.6187125653631904,,6,10.0,5.0,0.1
2,20,-3.6297406668853123,1.1065487372880372,73.70136207499428,3.879019056578646,6,10.0,5.0,0.1
3,104,-4.505696215506977,1.8224178107773537,470.414824223503,4.567134215762165,6,10.0,5.0,0.1
4,453,-5.771502345912787,2.9266291933076385,2617.4171918918005,5.79074599976062,6,10.0,5.0,0.1
5,1419,-6.687598976431392,3.7599564535476913,9493.462904009693,6.694966787030813,6,10.0,5.0,0.1
6,3502,-7.6048721750067685,4.609393439100531,26636.871750312803,7.60836096838412,6,10.0,5.0,0.1
1,1,-2.1809494945393775,0.16247608012891696,2.3434255746682946,,3,0.5,1.0,1.0
2,5,-2.4998160672086724,0.8318341751918485,13.330914511235212,3.332728627808803,3,0.5,1.0,1.0
3,17,-3.2390808883812183,1.60337864291101,56.66775374539172,3.5417346090869826,3,0.5,1.0,1.0
1,1,-2.4581433708081044,0.08662023511888539,2.54476360592699,,6,0.5,1.0,0.5
2,6,-3.158270445477467,1.1499227680685662,20.09954544093337,4.019909088186674,6,0.5,1.0,0.5
3,14,-3.2111947592427894,1.3846604293944405,46.341387058793494,3.5647220814456535,6,0.5,1.0,0.5
4,41,-4.634535129714631,2.8606496808226276,192.8765899991225,4.821914749978062,6,0.5,1.0,0.5
5,102,-5.2665578445317145,3.681482572828878,540.8703827150637,5.3551523041095415,6,0.5,1.0,0.5
6,213,-6.053968407129549,4.213786937961826,1293.7090576565558,6.1024012153611125,6,0.5,1.0,0.5
1,1,-2.175576399023094,0.1699270873916191,2.3455034864147133,,6,0.5,5.0,1.0
2,9,-3.3939616015834537,1.3471907789645807,31.892845193215663,3.986605649151958,6,0.5,5.0,1.0
3,62,-5.335368792280286,3.9268571524384597,334.71972227381616,5.487208561865839,6,0.5,5.0,1.0
4,253,-7.6505502217524075,6.448802772805076,1942.0380088761642,7.706500035222874,6,0.5,5.0,1.0
5,688,-8.744728232142005,7.541441633900159,6023.9144653476,8.76843444737642,6,0.5,5.0,1.0
6,1506,-9.397871570331906,8.093155684036834,14161.287740603888,9.40949351535142,6,0.5,5.0,1.0
1,1,-2.125675603530761,0.1752712353472654,2.3009468388780263,,3,20.0,1.0,1.0
2,5,-3.2140787135101543,1.484357732000826,17.554751299551597,4.388687824887899,3,20.0,1.0,1.0
3,16,-3.767026674439339,2.009429521355382,62.281856312384804,4.152123754158987,3,20.0,1.0,1.0
1,1,-2.6440945288852298,0.03204445772024748,2.676138986605477,,3,0.5,5.0,0.1
2,30,-3.646969925559907,1.0709980037538422,110.48009577055105,3.8096584748465876,3,0.5,5.0,0.1
3,322,-4.119455617939174,1.3456246053889547,1327.810333581803,4.136480789974464,3,0.5,5.0,0.1
1,1,-2.165429265780281,0.18757777235210307,2.353007038132384,,6,10.0,0.5,1.0
2,2,-2.590070913850653,0.6930308259660783,5.873172653667384,5.873172653667384,6,10.0,0.5,1.0
3,4,-3.0435709768650714,1.0985638757390326,13.272847783199317,4.424282594399773,6,10.0,0.5,1.0
4,8,-4.0359275361218865,2.191603822429111,34.4790241114042,4.925574873057743,6,10.0,0.5,1.0
5,14,-4.457388506543963,2.722358683025333,65.12579777464082,5.009676751895447,6,10.0,0.5,1.0
6,21,-4.711315054114895,2.957187156405405,101.8948032928182,5.09474016464091,6,10.0,0.5,1.0
1,1,-2.625218301616298,0.06429797505726198,2.68951627667356,,3,20.0,5.0,0.5
2,10,-2.9027980070478967,1.1799314773634302,30.207911547842397,3.3564346164269327,3,20.0,5.0,0.5
3,74,-3.476821174460174,1.7343324235661193,259.019099333619,3.5482068401865616,3,20.0,5.0,0.5
1,1,-2.5450505235905254,0.06842956611550732,2.613480089706033,,6,10.0,5.0,0.5
2,9,-2.8123209171752808,1.0816675676218754,26.3925558221994,3.299069477774925,6,10.0,5.0,0.5
3,72,-4.84360008180865,2.9125759936293845,351.6517818838522,4.952841998364115,6,10.0,5.0,0.5
4,227,-5.809343316168478,4.121477798296039,1322.8424105685406,5.853285002515666,6,10.0,5.0,0.5
5,491,-6.752675071784121,4.994497217937748,3320.557957463941,6.776648892783553,6,10.0,5.0,0.5
6,997,-7.306415454274311,5.647434452592945,7290.143642364082,7.319421327674781,6,10.0,5.0,0.5
1,1,-2.236330674879514,0.20283594150187492,2.439166616381389,,6,20.0,5.0,1.0
2,8,-3.899346092609363,1.6063157497949898,32.80108449066989,4.685869212952842,6,20.0,5.0,1.0
3,33,-4.989711997148303,3.5031129839583373,168.16360888985236,5.255112777807886,6,20.0,5.0,1.0
4,81,-5.488674612444255,3.992066540666012,448.5747101486507,5.607183876858134,6,20.0,5.0,1.0
5,170,-6.250217030998502,4.6191239016575265,1067.1560191714027,6.314532657818951,6,20.0,5.0,1.0
6,357,-6.7971225674329,5.456166612349687,2432.0289231858947,6.831541919061502,6,20.0,5.0,1.0
1,1,-2.5611880397018663,0.03743005756494148,2.5986180972668076,,6,0.5,0.5,0.1
2,6,-3.2861877882692223,0.8833708073343449,20.60049753694968,4.120099507389936,6,0.5,0.5,0.1
3,17,-3.786286155547952,1.3483676500626725,65.71523229437786,4.107202018398616,6,0.5,0.5,0.1
4,45,-4.219327152291284,1.6624191925116139,191.5321410456194,4.353003205582259,6,0.5,0.5,0.1
5,108,-4.7164321682132675,1.9699729754939734,511.34464714252687,4.778921935911466,6,0.5,0.5,0.1
6,264,-4.447508096845559,1.6847705266052961,1175.8269080938328,4.470824745603927,6,0.5,0.5,0.1
1,1,-2.6165836014486747,0.02930656523265879,2.6458901666813337,,6,20.0,1.0,0.1
2,11,-3.4671107434365935,1.106138586371365,39.244356764173894,3.9244356764173896,6,20.0,1.0,0.1
3,35,-4.014971988127852,1.4894515723394077,142.01347115681423,4.17686679872983,6,20.0,1.0,0.1
4,102,-4.8766097385358,2.17618799554005,499.5903813261916,4.946439419071204,6,20.0,1.0,0.1
5,237,-5.37501856889702,2.5076868218041835,1276.387087650398,5.408419862925415,6,20.0,1.0,0.1
6,567,-5.041990288750394,2.1447744017377146,2860.953268123211,5.0546877528678635,6,20.0,1.0,0.1
1,1,-2.143093311838218,0.1852143081659079,2.328307620004126,,3,20.0,0.5,1.0
2,5,-2.8752095638557646,0.8445144468974309,15.220562266176255,3.805140566544064,3,20.0,0.5,1.0
3,19,-3.661420455790518,2.026795666280785,71.59378432630064,3.9774324625722577,3,20.0,0.5,1.0
1,1,-2.360979622354457,0.12709019973979951,2.488069822094256,,3,10.0,5.0,1.0
2,10,-3.0748137162073093,1.2794856584933636,32.02762282056646,3.5586247578407173,3,10.0,5.0,1.0
3,69,-4.314888772560667,2.824655578058638,300.55198088474464,4.41988207183448,3,10.0,5.0,1.0
1,1,-2.7491175642901173,0.028160677572387726,2.777278241862505,,6,20.0,0.5,0.1
2,5,-3.6752727411351866,1.1725816882692852,19.54894539394522,4.887236348486305,6,20.0,0.5,0.1
3,8,-3.622441364403701,1.1826557124734167,30.162186627703022,4.308883803957575,6,20.0,0.5,0.1
4,19,-4.096775074084403,1.4082525914480233,79.24697899905166,4.4026099443917595,6,20.0,0.5,0.1
5,48,-4.776609074316303,2.0089086746054248,231.28614424178798,4.920981792378468,6,20.0,0.5,0.1
6,207,-3.9353573415272,1.2066612043316272,815.8256309004621,3.960318596604185,6,20.0,0.5,0.1
1,1,-2.4278790917451505,0.05930006632049157,2.487179158065642,,3,20.0,0.5,0.1
2,11,-3.5570892499552995,0.8851300246384669,40.01311177414676,4.001311177414676,3,20.0,0.5,0.1
3,104,-3.473772944753361,0.8707525330816637,362.1431387874312,3.515952803761468,3,20.0,0.5,0.1
1,1,-2.5642430318945793,0.04649476498238013,2.6107377968769594,,3,10.0,0.5,0.1
2,8,-3.055011505425855,0.6897695538931112,25.12986159729995,3.589980228185707,3,10.0,0.5,0.1
3,105,-3.466631672824401,0.8618479547547482,364.8581736013169,3.5082516692434313,3,10.0,0.5,0.1
1,1,-2.4919579484296728,0.07626466574616257,2.5682226141758355,,6,20.0,5.0,0.5
2,12,-2.909323520587485,1.0531003403653991,35.964982587415214,3.2695438715832013,6,20.0,5.0,0.5
3,67,-4.901930589591505,3.288530443788612,331.71787994641943,5.026028484036658,6,20.0,5.0,0.5
4,210,-6.107720640344397,4.262246782128474,1286.8835812544517,6.157337709351443,6,20.0,5.0,0.5
5,460,-6.903285189161585,5.0991438539026115,3180.610330868232,6.929434272044078,6,20.0,5.0,0.5
6,915,-7.399513922019675,5.622087965367023,6776.17732661337,7.4137607512181285,6,20.0,5.0,0.5
1,1,-2.6117591482422933,0.06793837629333185,2.679697524535625,,3,0.5,5.0,0.5
2,15,-3.002968071609742,1.2389488176978225,46.28346989184396,3.305962135131711,3,0.5,5.0,0.5
3,129,-4.210712482594389,2.489603737503418,545.6715139921797,4.263058703063904,3,0.5,5.0,0.5
1,1,-2.188450619986008,0.16229645666937312,2.350747076655381,,6,0.5,1.0,1.0
2,6,-3.947651877985115,1.9614319474632846,25.647343215373976,5.129468643074795,6,0.5,1.0,1.0
3,17,-4.63119428554912,2.815973796024773,81.54627665035981,5.096642290647488,6,0.5,1.0,1.0
4,29,-5.149989549968226,3.5566040879206917,152.90630103699925,5.460939322749973,6,0.5,1.0,1.0
5,48,-5.35969873520742,3.6323374328276,260.8978767227838,5.551018653676251,6,0.5,1.0,1.0
6,78,-5.916562460700219,4.267037875879549,465.7589098104967,6.048817010525931,6,0.5,1.0,1.0
1,1,-2.531634173282297,0.0698164765576493,2.601450649839946,,3,10.0,5.0,0.5
2,14,-2.9055458871027535,1.0901634780284202,41.76780589746697,3.212908145958998,3,10.0,5.0,0.5
3,102,-3.9609199697356536,2.275376301686965,406.28921321472365,4.0226654773735016,3,10.0,5.0,0.5
1,1,-2.208614019759511,0.15161512786103223,2.3602291476205433,,6,0.5,0.5,0.5
2,3,-3.23636513387501,1.1298104585592172,10.838905860184248,5.419452930092124,6,0.5,0.5,0.5
3,6,-3.817516074361731,1.8505187434660644,24.75561518963645,4.951123037927291,6,0.5,0.5,0.5
4,13,-3.6720964925020985,1.7719389855739724,49.50919338810125,4.125766115675105,6,0.5,0.5,0.5
5,24,-4.299014083033201,2.6807559562731726,105.85709394907,4.602482345611739,6,0.5,0.5,0.5
6,47,-4.4630316716204375,2.5394231545914896,212.30191172075206,4.615258950451132,6,0.5,0.5,0.5
