level,topics_num,S,E,free_energy,Renyi_entropy,levels,alpha,gamma,eta
1,1,-2.071426641966864,0.15604181893476013,2.227468460901624,,3,0.5,0.5,0.5
2,9,-3.2208404620423656,1.1584269783245167,30.145991136705806,3.7682488920882258,3,0.5,0.5,0.5
3,21,-3.886053510216635,1.9412318985452488,83.54835561309459,4.1774177806547295,3,0.5,0.5,0.5
1,1,-2.489352238084081,0.053790336492564296,2.5431425745766454,,3,10.0,1.0,0.1
2,15,-3.578733547061263,0.9648133948932043,54.645816600812154,3.903272614343725,3,10.0,1.0,0.1
3,115,-3.585289673691725,0.9852517049548203,413.29356417950316,3.625382141925466,3,10.0,1.0,0.1
1,1,-2.480168139619575,0.11635566971448881,2.5965238093340637,,3,10.0,0.5,1.0
2,6,-2.5162464285875608,0.9638307772341163,16.06130934875948,3.212261869751896,3,10.0,0.5,1.0
3,14,-3.181958823300253,1.4063196133680531,45.9537431395716,3.5349033184285847,3,10.0,0.5,1.0
1,1,-2.68180299197522,0.028204527165432102,2.7100075191406523,,6,10.0,1.0,0.1
2,7,-3.4401635358822675,0.897484635287104,24.978629386462977,4.163104897743829,6,10.0,1.0,0.1
3,18,-4.0301741166668705,1.5261449815592416,74.06927908156291,4.357016416562524,6,10.0,1.0,0.1
4,49,-4.519705470539536,1.9680264019244134,223.4335944583617,4.654866551215869,6,10.0,1.0,0.1
5,130,-4.854780021261426,2.051622972321085,633.1730257363065,4.908318028963616,6,10.0,1.0,0.1
6,446,-4.6847135398414785,1.813740793789776,2091.195979563089,4.699316808006942,6,10.0,1.0,0.1
1,1,-2.5762990968634236,0.03208701429385839,2.608386111157282,,6,0.5,5.0,0.1
2,28,-3.479837386495288,0.9158934227448605,98.35134024461293,3.64264223128196,6,0.5,5.0,0.1
3,200,-4.957536466778557,2.225989648518928,993.7332830042304,4.9936345879609565,6,0.5,5.0,0.1
4,817,-6.252247163828782,3.387501759236106,5111.473434607351,6.264060581626656,6,0.5,5.0,0.1
5,2313,-7.323698319109607,4.37306489776701,16944.087276998285,7.328757472750123,6,0.5,5.0,0.1
6,4785,-8.178830204831856,5.221960534248867,39140.92449065468,8.181631373464608,6,0.5,5.0,0.1
1,1,-2.6571593429314975,0.03413175824757975,2.691291101179077,,3,20.0,5.0,0.1
2,20,-3.4638769839666277,0.9146204368163405,70.19216011614888,3.694324216639415,3,20.0,5.0,0.1
3,273,-3.9468661930490248,1.2063809941503114,1078.700851696534,3.9658119547666693,3,20.0,5.0,0.1
1,1,-2.270333577050633,0.13495564331881088,2.405289220369444,,6,10.0,0.5,0.5
2,2,-2.7842362727323686,0.7399439988760879,6.308416544340825,6.308416544340825,6,10.0,0.5,0.5
3,3,-2.378400568754754,0.3567955670450025,7.491997273309265,3.7459986366546323,6,10.0,0.5,0.5
4,12,-3.76265029983954,1.8979357093922837,47.049739307466766,4.277249027951524,6,10.0,0.5,0.5
5,25,-4.269735919527257,2.4316267324149163,109.17502472059633,4.54895936335818,6,10.0,0.5,0.5
6,64,-4.515417843657605,2.750105146104089,291.73684714019083,4.6307436053998545,6,10.0,0.5,0.5
1,1,-2.1432606618511594,0.14489990729929286,2.288160569150452,,3,0.5,1.0,0.5
2,9,-3.0171351337622787,0.9391048218823543,28.09332102574286,3.5116651282178575,3,0.5,1.0,0.5
3,28,-3.5895372928611233,1.6732264284892364,102.18027062860068,3.784454467725951,3,0.5,1.0,0.5
1,1,-2.1633779830097235,0.15439868950216223,2.3177766725118856,,3,10.0,0.5,0.5
2,7,-3.4659434106591305,1.563134855873143,25.82473873048706,4.3041231217478435,3,10.0,0.5,0.5
3,21,-3.5442227393620493,1.658026982716951,76.08670450931999,3.8043352254659992,3,10.0,0.5,0.5
1,1,-2.2025577133962524,0.15525358099046677,2.3578112943867193,,3,10.0,1.0,1.0
2,4,-2.470777303888902,0.8730347590133397,10.756143974568948,3.585381324856316,3,10.0,1.0,1.0
3,18,-3.1066693167023844,1.4600268193976955,57.380074520040615,3.3752985011788597,3,10.0,1.0,1.0
1,1,-2.5953175156024963,0.06653644704055908,2.6618539626430553,,6,10.0,1.0,0.5
2,7,-2.5660294302259676,0.6374034532761941,18.599609464857966,3.099934910809661,6,10.0,1.0,0.5
