level,topics_num,S,E,free_energy,Renyi_entropy,levels,alpha,gamma,eta
1,1,-1.801103033638321,0.15850889690831677,1.9596119305466377,,3,0.5,0.5,0.5
2,2,-2.194780185994443,0.8101039232410476,5.199664295229934,5.199664295229934,3,0.5,0.5,0.5
3,8,-1.2490444326233718,0.8835046578103279,10.875860118797302,1.553694302685329,3,0.5,0.5,0.5
1,1,-1.6444146392107535,0.11973211788694343,1.764146757097697,,3,10.0,1.0,0.1
2,6,-1.465941336055879,0.4363626171098785,9.232010633445153,1.8464021266890307,3,10.0,1.0,0.1
3,37,-2.654344408125258,0.9799652169587592,99.1907083175933,2.755297453266481,3,10.0,1.0,0.1
1,1,-1.7636067211760718,0.22039300754643493,1.9839997287225066,,3,10.0,0.5,1.0
2,3,-2.182486275088726,0.6570700048089577,7.204528830075136,3.602264415037568,3,10.0,0.5,1.0
3,7,-1.6305116546924237,0.9925767067554142,12.40615828960238,2.0676930482670635,3,10.0,0.5,1.0
1,1,-1.8583777062704716,0.07161722500902655,1.9299949312794982,,6,10.0,1.0,0.1
2,7,-2.6699309677026535,0.587634260246804,19.277151034165378,3.21285850569423,6,10.0,1.0,0.1
3,22,-1.3764398349400127,0.8015300189233945,31.083206387603674,1.4801526851239846,6,10.0,1.0,0.1
4,54,-0.9877305228349637,0.5853241660677505,53.92277239915579,1.0174107999840716,6,10.0,1.0,0.1
5,108,-0.9355907903383185,0.6658246998112083,101.70963005634961,0.950557290246258,6,10.0,1.0,0.1
6,256,-0.8283474863534007,0.6690421409622181,212.7259986474328,0.8342196025389521,6,10.0,1.0,0.1
1,1,-1.887396019792457,0.07119641265171157,1.9585924324441686,,6,0.5,5.0,0.1
2,15,-2.0378710374569637,0.45505068779267016,31.023116249647128,2.215936874974795,6,0.5,5.0,0.1
3,112,-1.0101122255133577,0.6682494343402571,113.80081869183631,1.0252326008273542,6,0.5,5.0,0.1
4,464,-0.48896999573166533,0.43950766930872376,227.32158568880143,0.4909753470600463,6,0.5,5.0,0.1
5,1385,-0.1470776987371782,0.14135715236496701,203.84396990335676,0.14728610542150056,6,0.5,5.0,0.1
6,2951,-0.05744676314115824,0.05614616929665878,169.58154419885463,0.05748526921995072,6,0.5,5.0,0.1
1,1,-1.9393509711822645,0.06775447886803704,2.0071054500503016,,3,20.0,5.0,0.1
2,15,-2.105197789652412,0.5037403255756825,32.08170717036186,2.2915505121687043,3,20.0,5.0,0.1
3,141,-2.7184771037724413,1.0228145948198037,384.32808622673406,2.7452006159052433,3,20.0,5.0,0.1
1,1,-1.6715320422298952,0.1829725129973227,1.854504555227218,,6,10.0,0.5,0.5
2,1,-1.9565171375123513,0.14849971590318606,2.1050168534155373,,6,10.0,0.5,0.5
3,3,-2.1376850698753453,0.6595600423956791,7.0726152520217145,3.5363076260108572,6,10.0,0.5,0.5
4,6,-0.9086110451999271,0.4948034225483826,5.946469693747945,1.1892939387495889,6,10.0,0.5,0.5
5,9,-0.7168915049808741,0.4323743807982929,6.88439792562616,0.86054974070327,6,10.0,0.5,0.5
6,17,-0.7888118935936346,0.4843534740099909,13.89415566510178,0.8683847290688612,6,10.0,0.5,0.5
1,1,-1.7683769639631632,0.18374548170284075,1.952122445666004,,3,0.5,1.0,0.5
2,3,-2.5439960390820415,0.9874181507574666,8.61940626800359,4.309703134001795,3,0.5,1.0,0.5
3,12,-2.063489257064519,1.1881548466551397,25.950025931429366,2.359093266493579,3,0.5,1.0,0.5
1,1,-1.6822957825145402,0.20306020571362418,1.8853559882281643,,3,10.0,0.5,0.5
2,2,-2.5741008015489983,0.8349507033064887,5.983152306404485,5.983152306404485,3,10.0,0.5,0.5
3,6,-0.9138192141641909,0.42940660139959386,5.912321886384738,1.1824643772769476,3,10.0,0.5,0.5
1,1,-1.9351992384778023,0.1997732618259594,2.134972500303762,,3,10.0,1.0,1.0
2,4,-2.038156283622859,0.6227346982840317,8.775359832775466,2.9251199442584888,3,10.0,1.0,1.0
3,13,-1.3051796284179007,0.888724990578465,17.85606016001117,1.4880050133342644,3,10.0,1.0,1.0
1,1,-1.7116791102433073,0.19372759025951297,1.9054067005028203,,6,10.0,1.0,0.5
2,2,-1.6843452635422718,0.23317353127645524,3.6018640583609987,3.6018640583609987,6,10.0,1.0,0.5
3,4,-0.6204231302567084,0.3523561342191882,2.8340486552460216,0.9446828850820072,6,10.0,1.0,0.5
4,17,-0.4168208870932989,0.3422814950375066,7.428236575623588,0.46426478597647425,6,10.0,1.0,0.5
5,43,-0.4188479035918572,0.3690497832255154,18.379509637675376,0.4376073723256042,6,10.0,1.0,0.5
6,95,-0.22995063626007795,0.2065331759962433,22.051843620703647,0.23459408107131538,6,10.0,1.0,0.5
